Creativity,Openness to Diverse Cultures,Artistic Interests,Reliability,Attention to Detail,Sociability,Energy Levels,Assertiveness,Compassion,Cooperation,Trust in Others,Altruism,Modesty,Stress Management,Anxiety Levels,Mood Swings,Smoking and Drinking Habits,Cultural Values,LifeStyle Compatibility Score,Interest Match Score,Communication Compatibility,Interaction Potential,Environmental Preference,Core Values Score,Social Engagement Score,Responsibility Score,Openness to Experience Score,Emotional Intelligence Score,Score,Personal Traits and Habits Category_High,Personal Traits and Habits Category_Low,Personal Traits and Habits Category_Medium,Lifestyle and Cultural Preferences Category_High,Lifestyle and Cultural Preferences Category_Low,Lifestyle and Cultural Preferences Category_Medium,max_similarity,mean_top_k_similarity,is_compatible
2,3,3,4,4,2,2,4,4,4,4,4,3,2,4,3,3,4,4.0,3.166666666666667,3.0,4.0,3.5,3.5,3.666666666666667,2.666666666666667,3.0,2.0,3.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9830378424352857,True
4,1,5,5,5,1,5,5,2,5,5,3,1,1,2,5,3,2,4.0,3.666666666666667,3.0,3.333333333333333,4.0,5.0,3.333333333333333,2.333333333333333,3.0,3.0,3.466666666666666,1.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,0.9749165179366557,True
1,3,3,3,3,3,4,2,2,2,2,4,3,4,3,4,3,4,3.2,3.333333333333333,3.2,3.666666666666667,3.0,3.0,2.666666666666667,3.333333333333333,3.0,3.0,3.14,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999999,0.9777384137353469,True
2,4,2,3,1,3,4,3,2,2,2,2,3,4,4,2,3,4,2.0,2.833333333333333,2.6,2.0,3.0,2.5,2.666666666666667,3.666666666666667,3.0,3.5,2.776666666666667,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999999,0.9759835536602312,True
2,4,4,2,4,2,4,3,1,2,1,2,1,1,2,5,4,3,3.6,3.5,3.0,2.666666666666667,4.5,3.5,3.333333333333333,3.333333333333333,4.0,2.5,3.393333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999997,0.9836850438538685,True
1,4,2,1,2,4,2,5,4,4,4,2,3,2,1,5,4,4,3.4,3.0,2.2,3.333333333333333,2.5,4.5,3.0,4.666666666666667,3.5,2.5,3.260000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999998,0.9807259656512896,True
4,1,5,5,4,3,2,4,3,3,2,3,1,2,2,4,4,5,3.2,3.666666666666667,3.4,2.666666666666667,4.0,3.0,3.0,1.333333333333333,3.0,3.0,3.026666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999996,0.9870888343096542,True
1,3,3,3,4,1,3,4,5,5,4,3,3,1,1,5,5,2,4.6,3.333333333333333,3.6,3.333333333333333,4.0,4.0,3.333333333333333,3.333333333333333,2.0,3.0,3.453333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999997,0.9737753807926991,True
3,3,4,3,4,3,4,2,1,1,1,1,1,2,1,2,4,2,3.2,3.666666666666667,2.8,3.0,5.0,2.5,3.0,3.0,3.0,4.0,3.316666666666667,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999999,0.9748962568032116,True
1,4,2,1,3,4,4,4,2,4,3,3,4,2,1,4,3,3,3.8,2.666666666666667,3.0,2.666666666666667,4.5,2.5,3.333333333333333,3.333333333333333,3.5,4.0,3.33,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999996,0.9823849796905254,True
1,5,2,1,5,1,5,5,2,5,5,5,5,3,2,4,3,5,3.4,3.166666666666667,3.6,3.666666666666667,3.5,5.0,3.666666666666667,5.0,4.5,4.0,3.95,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9736570358098545,True
2,4,2,1,2,2,5,4,1,1,1,2,2,1,4,4,4,4,4.2,4.0,2.2,1.666666666666667,2.0,4.5,2.666666666666667,4.666666666666667,3.5,2.0,3.14,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999997,0.968218078275642,True
1,5,2,1,4,2,4,4,5,1,1,2,2,3,1,4,4,3,3.2,3.166666666666667,3.4,4.0,4.0,2.0,3.0,4.0,3.0,2.5,3.226666666666667,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999997,0.9665189083196057,True
5,3,1,2,1,1,3,3,4,3,3,2,4,1,1,5,4,4,3.0,3.666666666666667,3.4,2.666666666666667,3.5,3.5,2.666666666666667,4.0,4.5,3.0,3.390000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999998,0.9644384128671037,True
3,2,1,1,4,5,1,5,4,5,5,4,5,4,3,4,2,4,3.2,2.666666666666667,3.4,2.666666666666667,3.0,2.5,3.666666666666667,3.333333333333333,1.5,3.5,2.943333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9761240344385078,True
1,3,2,1,2,4,3,4,3,3,2,4,4,3,2,4,3,2,3.4,2.833333333333333,2.8,3.666666666666667,3.0,3.5,3.333333333333333,4.0,3.0,3.0,3.253333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999999,0.984497307591069,True
3,3,3,3,3,3,3,5,3,3,5,4,5,3,1,3,3,3,3.4,2.5,3.2,2.666666666666667,3.5,2.0,2.666666666666667,2.666666666666667,2.5,3.5,2.86,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9800129198365374,True
2,4,2,2,2,3,4,4,3,4,3,3,3,4,2,2,3,5,2.8,3.333333333333333,3.6,3.666666666666667,3.5,2.5,4.0,3.666666666666667,3.5,3.5,3.406666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999996,0.9815338805204521,True
4,2,5,5,5,5,1,5,2,5,4,4,5,1,1,5,5,3,4.2,3.166666666666667,2.8,3.666666666666667,5.0,3.0,2.0,2.0,3.5,2.5,3.183333333333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000004,0.9830927220112999,True
2,5,3,4,2,2,4,2,2,2,1,1,1,1,1,5,3,1,4.2,3.166666666666667,2.8,4.0,2.5,2.0,2.666666666666667,2.666666666666667,4.0,3.0,3.100000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999998,0.9687030687493552,True
3,3,3,3,4,3,2,4,5,3,5,5,5,2,4,4,2,4,3.6,3.0,3.4,3.333333333333333,3.0,3.0,3.0,2.666666666666667,3.0,3.0,3.100000000000001,1.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,0.9827009146795909,True
2,3,2,1,1,3,4,3,2,2,2,2,2,1,1,5,5,1,4.0,3.333333333333333,2.6,2.333333333333333,4.5,3.0,3.333333333333333,4.666666666666667,4.5,3.0,3.526666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999998,0.9763927013356481,True
3,2,3,1,2,4,2,4,4,4,4,4,4,2,4,4,4,4,3.8,3.333333333333333,3.4,4.0,4.0,3.0,3.333333333333333,3.0,2.0,4.0,3.386666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999997,0.9838663548678259,True
2,3,3,2,2,4,4,4,4,3,2,4,1,1,2,4,4,4,4.2,2.666666666666667,2.6,1.333333333333333,2.0,3.0,4.0,4.0,3.5,2.5,2.98,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999997,0.9760722800700042,True
2,4,3,1,5,4,4,5,2,3,1,2,4,3,5,3,2,2,2.8,3.666666666666667,3.6,3.333333333333333,4.0,3.5,2.333333333333333,5.0,3.0,3.0,3.423333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999999,0.9685326200252357,True
1,3,1,1,2,3,2,5,4,4,4,2,3,2,2,4,3,4,2.6,3.0,3.2,3.0,3.0,2.5,3.333333333333333,4.0,1.5,3.5,2.963333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999996,0.9765262855656456,True
2,4,3,2,2,4,3,4,5,4,4,5,4,1,2,5,3,4,4.0,2.833333333333333,3.2,3.666666666666667,3.5,2.0,3.0,3.666666666666667,3.0,2.5,3.136666666666667,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999998,0.9891986468632916,True
0,4,4,2,2,4,2,4,3,4,3,2,3,2,2,4,1,3,3.8,2.333333333333333,3.2,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.133333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999999,0.9761807814807583,True
1,4,2,2,2,4,4,4,1,1,1,1,1,1,1,4,5,1,4.4,3.333333333333333,2.0,2.666666666666667,2.5,4.0,3.0,5.0,3.5,3.0,3.34,0.0,0.0,1.0,1.0,0.0,0.0,1.0000000000000002,0.9739632847535441,True
1,1,3,1,3,5,3,5,5,5,5,5,3,3,1,3,5,1,3.8,2.333333333333333,2.6,3.666666666666667,1.0,3.0,2.333333333333333,3.666666666666667,2.0,3.0,2.74,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.9654530871716357,True
2,3,2,2,2,2,3,2,1,2,1,2,2,3,1,3,5,3,2.8,3.0,3.4,2.333333333333333,4.0,2.5,2.666666666666667,1.666666666666667,3.5,3.5,2.936666666666667,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999999,0.9737953867743766,True
3,3,3,2,0,5,5,4,3,5,4,4,3,4,2,4,5,2,4.0,3.0,3.8,3.666666666666667,3.5,2.5,3.0,2.666666666666667,3.5,3.0,3.263333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999997,0.9785823865574311,True
1,3,4,2,4,2,4,3,3,1,2,4,2,1,3,4,4,4,4.0,2.833333333333333,3.4,3.333333333333333,4.0,3.0,3.666666666666667,3.333333333333333,3.0,3.5,3.406666666666667,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999994,0.9809299673770526,True
3,3,4,4,4,4,5,5,4,4,3,2,4,2,5,4,3,4,3.4,3.0,2.4,3.0,2.0,3.0,3.333333333333333,4.0,3.5,2.0,2.963333333333333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9808271767188579,True
4,3,4,1,5,5,1,5,5,5,5,5,5,5,2,4,1,5,2.8,3.0,3.4,5.0,3.0,2.0,3.333333333333333,3.0,3.0,1.0,2.953333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9689684609924974,True
1,5,4,1,2,2,5,2,1,2,1,2,1,1,1,5,4,2,4.0,3.166666666666667,3.0,3.0,3.5,3.5,3.666666666666667,4.0,3.0,3.0,3.383333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999997,0.9806100967816882,True
4,2,5,5,4,2,3,3,4,3,1,2,1,2,2,5,4,4,4.2,3.833333333333333,3.4,3.333333333333333,4.0,3.0,3.666666666666667,1.666666666666667,3.0,3.5,3.36,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999999,0.9848537455089532,True
2,3,4,1,3,5,1,5,4,5,4,5,5,1,1,4,4,4,4.0,3.333333333333333,3.2,3.0,3.0,3.0,3.0,4.333333333333333,3.5,3.5,3.386666666666667,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999998,0.9842166571358157,True
3,3,4,3,2,2,4,4,2,3,3,2,3,4,2,4,4,3,3.8,3.166666666666667,2.6,3.666666666666667,3.0,3.0,4.0,3.666666666666667,3.0,3.0,3.29,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999998,0.9839527913326214,True
1,2,4,2,4,2,4,4,1,2,1,4,2,1,2,5,2,5,4.0,2.833333333333333,3.2,3.333333333333333,4.5,2.5,3.666666666666667,3.333333333333333,4.0,3.0,3.436666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999998,0.9736047827191425,True
1,5,1,1,1,1,5,3,3,5,5,2,5,5,5,1,1,4,2.0,2.833333333333333,3.2,3.666666666666667,3.0,3.0,5.0,5.0,3.0,3.0,3.37,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9654958054744119,True
4,2,4,4,2,4,4,2,2,3,3,2,2,2,2,4,4,4,3.4,2.666666666666667,3.0,3.0,2.0,3.0,3.0,2.333333333333333,3.0,3.0,2.84,0.0,0.0,1.0,1.0,0.0,0.0,1.0000000000000004,0.9806451077279139,True
3,3,4,4,3,2,4,3,4,1,1,1,2,1,1,5,5,3,3.8,2.5,4.0,3.0,3.0,3.5,3.0,2.333333333333333,2.5,4.5,3.213333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999997,0.9762914194305475,True
3,5,1,1,3,3,3,5,3,3,3,1,3,1,1,5,3,3,4.2,2.5,2.6,3.666666666666667,3.0,4.0,2.333333333333333,4.333333333333333,3.0,3.0,3.263333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999997,0.9785107826948879,True
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999993,0.9999999999999993,True
1,3,4,2,1,1,5,3,3,1,1,2,1,2,1,3,4,3,3.4,3.333333333333333,3.2,2.0,3.0,2.5,2.666666666666667,3.666666666666667,3.0,4.5,3.126666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9697137481560627,True
1,5,1,1,4,5,1,5,5,5,5,5,5,4,1,3,2,4,2.4,3.0,2.8,2.0,2.5,2.5,2.666666666666667,3.0,2.5,3.0,2.636666666666667,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9737510786936718,True
3,2,5,5,4,3,3,4,4,3,3,2,4,5,3,5,5,4,4.2,2.833333333333333,3.2,3.0,4.0,2.5,2.333333333333333,2.0,3.0,3.0,3.006666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.9820832441991936,True
3,3,5,5,4,2,1,5,3,3,3,2,3,1,1,5,5,3,3.4,3.5,3.2,2.333333333333333,4.0,3.0,2.666666666666667,2.666666666666667,3.0,3.0,3.076666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0000000000000002,0.9802057961660469,True
3,4,3,3,3,3,4,4,5,5,3,2,4,2,1,5,4,2,4.2,3.0,3.0,3.666666666666667,2.0,3.0,2.666666666666667,3.333333333333333,2.5,3.0,3.036666666666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000002,0.9803597325277827,True
3,2,4,2,3,4,3,4,5,4,4,2,4,1,2,5,5,4,4.2,3.0,3.8,3.666666666666667,3.0,3.0,2.333333333333333,3.0,2.5,3.0,3.149999999999999,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9834659455614527,True
2,4,3,1,1,4,3,5,5,2,1,5,1,3,1,4,1,2,3.2,3.666666666666667,2.8,3.666666666666667,4.0,3.0,3.0,4.666666666666667,3.5,4.0,3.55,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9710673531861038,True
3,5,3,3,5,2,5,4,2,5,1,1,1,4,2,5,5,3,3.6,4.0,3.2,4.0,4.0,3.0,4.333333333333333,4.333333333333333,3.5,3.0,3.696666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0000000000000002,0.9728228018969342,True
4,2,4,4,5,4,2,4,4,5,5,4,5,3,2,4,4,2,2.8,3.166666666666667,3.4,4.0,4.0,3.0,3.333333333333333,2.0,2.5,4.0,3.22,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999994,0.9841259409696222,True
3,1,4,5,3,3,3,3,4,5,3,3,4,1,1,3,5,1,4.2,3.5,2.6,3.666666666666667,4.5,3.0,2.666666666666667,3.0,3.0,3.0,3.313333333333334,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999999,0.9742656367576299,True
1,4,3,3,2,3,4,2,2,2,2,1,4,3,1,4,4,4,3.0,3.333333333333333,2.8,2.666666666666667,3.5,2.5,4.0,3.333333333333333,3.0,3.0,3.113333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999998,0.976360718339776,True
1,5,1,1,1,3,3,4,3,5,5,3,5,3,3,2,1,3,3.2,2.833333333333333,2.0,2.666666666666667,2.5,2.5,2.0,5.0,4.0,3.0,2.97,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999998,0.9743735296438263,True
3,3,5,5,5,3,4,4,1,3,2,5,3,4,4,2,5,5,3.2,3.0,3.2,2.333333333333333,3.0,3.0,3.666666666666667,3.0,3.5,4.0,3.19,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999998,0.9799124570877531,True
1,5,4,4,2,1,5,3,1,1,1,3,2,5,2,5,5,2,3.2,3.0,2.8,4.333333333333333,4.5,3.0,3.0,3.666666666666667,2.0,3.0,3.25,0.0,0.0,1.0,1.0,0.0,0.0,1.0000000000000002,0.9669196906265309,True
1,5,1,1,5,4,2,5,5,5,5,5,4,1,5,3,5,2,3.4,3.166666666666667,2.8,3.333333333333333,3.0,3.0,4.0,3.0,2.0,2.5,3.02,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.9719462105927873,True
4,5,3,3,3,4,3,2,2,3,3,3,2,1,1,5,4,3,3.4,3.666666666666667,3.0,2.666666666666667,4.0,2.0,3.666666666666667,4.0,3.0,3.5,3.29,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999994,0.9782078168741866,True
2,3,1,2,3,1,5,4,1,1,1,3,2,3,2,3,3,2,2.4,2.666666666666667,2.4,2.666666666666667,3.0,4.0,1.666666666666667,4.0,4.0,3.5,3.03,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999998,0.9702304415268289,True
1,2,5,1,2,5,2,5,5,2,1,5,2,2,4,2,2,3,3.0,3.333333333333333,2.2,2.666666666666667,5.0,4.5,3.0,3.333333333333333,2.5,3.0,3.253333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999996,0.9613014308197089,True
4,3,4,4,4,2,4,3,2,3,3,4,4,4,4,4,4,4,3.2,3.166666666666667,3.2,3.333333333333333,3.5,2.0,4.333333333333333,2.0,3.5,3.5,3.173333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999998,0.9834139282627948,True
1,4,2,2,2,3,5,4,2,2,2,4,2,4,3,3,3,2,2.8,2.333333333333333,3.0,3.0,2.0,4.0,3.666666666666667,4.333333333333333,3.5,2.0,3.063333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999994,0.9742816525246003,True
4,1,5,5,5,1,5,2,1,3,1,2,1,2,3,4,4,5,3.2,2.666666666666667,3.2,2.0,3.0,4.0,3.333333333333333,2.0,3.0,3.5,2.99,0.0,0.0,1.0,1.0,0.0,0.0,1.0000000000000002,0.9847748222551331,True
5,1,5,5,5,3,4,4,2,5,3,2,2,1,2,5,4,4,4.8,3.166666666666667,3.4,2.333333333333333,4.0,2.0,2.666666666666667,1.333333333333333,3.0,3.0,2.97,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999994,0.9818683697111592,True
4,2,5,4,4,4,3,4,4,4,2,3,3,1,1,2,4,3,3.6,3.333333333333333,2.6,2.666666666666667,3.0,3.5,3.0,2.333333333333333,3.5,3.0,3.053333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999997,0.9805311369071253,True
1,5,3,3,1,5,1,5,5,4,5,5,5,1,4,5,5,5,4.4,3.0,4.2,2.333333333333333,4.0,2.5,4.666666666666667,4.333333333333333,3.0,3.5,3.593333333333334,1.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000004,0.9818094372877899,True
2,5,1,1,2,3,3,4,3,4,2,2,4,2,1,3,3,4,3.4,2.666666666666667,4.0,3.0,4.5,1.5,3.0,4.666666666666667,3.0,2.5,3.223333333333334,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9745365795729535,True
3,2,5,4,4,2,3,4,3,3,3,2,2,1,2,5,4,4,3.6,3.5,3.2,3.0,3.5,3.5,3.666666666666667,2.666666666666667,3.0,3.5,3.313333333333334,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9894314639520072,True
1,4,4,1,1,2,3,4,1,2,3,2,4,1,1,5,4,2,3.8,3.0,2.2,2.333333333333333,3.0,3.0,1.333333333333333,4.666666666666667,2.0,3.0,2.833333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999999,0.9723065248863042,True
4,2,5,3,4,3,3,3,4,2,2,3,3,2,1,4,4,5,3.4,2.666666666666667,2.8,3.0,3.0,2.5,3.666666666666667,1.666666666666667,3.0,3.0,2.87,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9834526647087637,True
3,5,2,1,2,1,5,1,1,1,1,2,1,5,5,3,5,4,3.4,3.0,4.0,2.333333333333333,2.5,5.0,4.333333333333333,4.333333333333333,3.0,4.0,3.59,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9658713517392183,True
1,5,5,1,1,5,1,5,5,5,5,5,5,5,5,1,1,5,2.6,3.166666666666667,3.4,3.666666666666667,5.0,3.0,2.333333333333333,4.666666666666667,1.5,3.0,3.233333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999997,0.9727879712549494,True
2,5,5,1,3,5,5,5,5,4,4,1,2,5,5,5,5,1,3.0,3.666666666666667,2.8,4.666666666666667,2.5,2.0,3.333333333333333,4.0,2.5,5.0,3.346666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999998,0.9650594591016433,True
3,5,3,2,5,3,4,3,3,2,1,2,1,1,1,5,5,4,4.6,3.5,3.2,3.333333333333333,4.5,4.0,3.0,4.333333333333333,4.5,4.0,3.896666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0000000000000002,0.9817577214726375,True
1,5,1,1,1,5,1,5,5,5,5,5,5,3,4,3,3,4,3.4,2.5,3.6,2.333333333333333,2.5,3.0,4.333333333333333,5.0,3.0,1.5,3.116666666666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9804685909784471,True
5,2,5,4,5,2,3,3,2,2,1,3,1,1,1,5,5,3,2.6,3.166666666666667,3.2,2.666666666666667,3.0,3.0,3.333333333333333,1.333333333333333,3.5,4.5,3.03,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999998,0.9804439369520388,True
1,4,3,2,2,4,3,4,4,4,4,4,3,2,4,4,3,3,3.2,4.166666666666667,2.4,3.333333333333333,4.0,2.5,3.0,4.0,3.0,3.0,3.26,0.0,0.0,1.0,0.0,0.0,1.0,1.0000000000000002,0.9880978611558016,True
1,5,1,1,2,5,0,5,5,4,4,5,5,3,2,4,4,1,3.0,2.666666666666667,3.0,3.0,3.0,2.5,3.666666666666667,4.666666666666667,3.0,2.5,3.1,1.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000007,0.9816452902349901,True
1,4,2,3,2,5,2,5,0,4,4,4,4,3,3,4,2,4,3.6,3.333333333333333,3.0,3.333333333333333,3.0,3.0,2.333333333333333,4.0,3.0,2.0,3.06,0.0,0.0,1.0,0.0,0.0,1.0,1.0000000000000002,0.978339051449829,True
4,1,4,5,5,2,3,2,2,2,4,1,2,4,1,2,2,5,2.8,3.333333333333333,3.4,2.333333333333333,5.0,3.0,3.0,1.333333333333333,3.0,4.0,3.12,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999999,0.9654383074628237,True
1,4,2,2,2,4,2,4,4,3,3,3,3,3,2,4,3,4,3.4,2.666666666666667,2.6,3.666666666666667,3.0,4.0,2.0,3.666666666666667,3.5,3.0,3.15,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999998,0.9846444429795753,True
3,2,4,4,3,2,4,3,2,3,3,3,3,2,2,3,4,3,3.2,2.833333333333333,3.2,3.0,3.5,2.5,3.0,2.333333333333333,3.0,3.0,2.956666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0000000000000002,0.9880955370488437,True
3,1,0,5,2,4,3,3,4,2,1,4,1,4,2,4,4,3,3.4,3.166666666666667,3.6,2.666666666666667,4.5,2.5,3.0,1.666666666666667,3.0,3.0,3.05,0.0,0.0,1.0,1.0,0.0,0.0,1.0000000000000002,0.9581090513467109,True
4,2,4,4,4,1,5,2,2,5,4,1,4,3,2,4,4,3,3.0,3.166666666666667,2.8,2.666666666666667,2.5,3.5,3.0,3.333333333333333,3.5,3.0,3.046666666666666,0.0,0.0,1.0,1.0,0.0,0.0,1.0000000000000007,0.9781266810223082,True
4,4,4,4,2,4,4,4,4,5,4,4,2,2,2,4,4,2,3.4,3.0,2.8,4.333333333333333,2.0,4.0,3.0,3.333333333333333,3.0,2.5,3.136666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999998,0.9830066808005874,True
2,3,3,2,2,4,1,4,4,5,5,4,4,4,2,1,2,5,3.4,3.833333333333333,3.4,3.0,4.5,3.0,3.333333333333333,2.333333333333333,2.0,2.5,3.13,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999994,0.9768432512844314,True
3,3,4,2,1,3,4,4,3,5,3,3,4,1,3,5,3,2,3.4,2.833333333333333,3.2,3.666666666666667,2.0,2.5,3.333333333333333,3.333333333333333,3.0,2.5,2.976666666666667,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999993,0.9799029121585162,True
4,1,5,4,2,5,3,4,3,3,2,3,1,1,1,1,3,3,3.2,3.0,3.0,2.666666666666667,4.0,3.0,2.0,1.666666666666667,2.0,2.5,2.703333333333334,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999999,0.9679584732099787,True
2,4,2,2,2,4,3,4,3,4,4,4,4,1,1,4,3,5,4.0,2.666666666666667,3.0,3.333333333333333,3.0,2.0,3.333333333333333,2.666666666666667,3.0,2.5,2.95,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999993,0.9867570754420537,True
3,3,2,4,2,4,3,3,3,3,5,2,5,3,1,1,5,4,2.2,3.833333333333333,2.8,1.333333333333333,3.0,3.5,2.333333333333333,4.666666666666667,3.5,2.0,2.916666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9552524757705699,True
3,4,4,2,2,4,3,5,2,3,3,3,2,3,1,3,4,1,3.4,2.833333333333333,3.2,3.0,3.5,4.0,3.0,4.0,4.5,3.0,3.443333333333334,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999998,0.9786168164745936,True
2,3,2,2,2,5,2,5,5,5,4,5,4,2,1,4,3,3,3.2,2.666666666666667,3.0,3.0,2.5,3.0,2.333333333333333,4.0,3.0,2.0,2.87,1.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,0.9871097484626488,True
3,2,1,2,3,5,2,5,3,5,5,5,5,2,2,3,4,2,2.8,3.0,3.0,4.0,4.0,3.0,4.333333333333333,3.333333333333333,2.5,3.0,3.296666666666667,1.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000002,0.9786787907294062,True
1,5,1,1,5,1,5,3,1,1,1,1,1,3,4,1,4,5,3.6,3.333333333333333,3.4,1.666666666666667,3.0,3.0,4.666666666666667,4.0,4.0,3.5,3.416666666666667,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999999,0.9660455163109918,True
3,5,3,1,0,5,0,5,5,5,5,3,5,3,5,5,3,4,2.2,2.0,3.4,2.333333333333333,2.5,2.0,4.333333333333333,5.0,2.5,4.0,3.026666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999997,0.96800958279096,True
2,5,5,2,5,5,3,4,1,1,1,1,3,1,1,5,3,5,4.2,2.666666666666667,3.4,2.333333333333333,2.0,4.0,2.666666666666667,4.0,4.5,3.5,3.326666666666667,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999997,0.9621947922546159,True
1,3,3,3,2,2,3,2,2,3,3,2,3,3,2,4,4,4,3.2,2.833333333333333,2.8,2.0,1.5,3.0,3.0,3.333333333333333,3.0,2.5,2.716666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.9999999999999999,0.9782131517941774,True
